company.href,company.name,company.url,location,year.founded,fte,type.of.company,category,company.function,sector(s),source.of.revenue,description,short.description,social.impact,financial.info,data.collection,datasets
/Socialeffort-Inc,SocialEffort Inc,http://socialeffort.co/,",",2013,,Private,,Data management and analysis,"Education, Geospatial data/mapping","Data management and analytic services, Software licensing, Subscriptions, User fees for web or mobile access","Our Mission is To enable charities, non profits, and businesses to seamlessly integrate volunteering into peopleâ€™s lifestyles.","SocialEffort's mission is to enable charities, non profits, and businesses to seamlessly integrate volunteering into people's lifestyles.",We measure impact based on the about of volunteer hours logged. ,,questionnaire,"dataset.url,dataset.name
"
/Society-for-Conservation-Biology,Society for Conservation Biology,http://www.conbio.org,DC,,,,Scientific Research, Scientific Research,,,,"The Society for Conservation Biology (SCB) is an international professional organization dedicated to promoting the scientific study of the phenomena that affect the maintenance, loss, and restoration of biological diversity.",,,undocumented,"dataset.url,dataset.name
"
/Socrata,Socrata,http://www.socrata.com,"Seattle, WA",0,,Private,,Data management and analysis,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Nutrition, Scientific Research, Social Assistance, Trade, Transportation, Telecom, Weather","Subscriptions, Data management and analytic services","Socrata is a Seattle-based cloud software company, focused exclusively on democratizing access to government data. We help public sector organizations improve transparency, citizen service and fact-based decision-making by efficiently delivering data to citizens, employees and developers in a user-friendly experience on web, mobile and machine-to-machine interfaces.  Innovators like the World Bank, Medicare, Data.gov, EnergyStar, New York City, Chicago, San Francisco, Oregon and Maryland, have all chosen Socrata for its turnkey and low-cost cloud delivery of easy-to-use open data products.  The Socrata suite of products helps our customers unlock the full value of their data:
- Share public data with citizens and developers in the most engaging experience, with the world's #1 open data solution, Socrata Open Data Cloud.
- Empower employees to deliver amazing citizen self-service experiences with turnkey Quality of Life Apps from Socrata and the developer community.
- Save time and money by deploying cloud APIs that connect ecosystem partners and mobile app developers to data with Socrata API Foundry.
- Achieve higher levels of performance and shift to data-driven decision making with Socrata GovStat.
- Leverage the Socrata Data Consumerization Platform and tools to modernize their entire capture-to-consumption data infrastructure, and develop custom data products using professional services from Socrata and its partners.",Socrata's mission is to connect people to the government data they need and want.,"By helping governments achieve their goals such as reducing the cost of healthcare, improving education, reducing crime, and improving the quality of democracy.","Socrata is the first and only venture-backed software-as-a-service company in history to focus exclusively on enabling governments to open and consumerize their vast troves of untapped data in legacy database silos.  On June 26, 2013, Socrata announced that it had closed an $18 million Series B round of financing led by OpenView Venture Partners, with participation from existing investors Morgenthaler Ventures and Frazier Technology Partners.",questionnaire,"dataset.url,dataset.name
"
/Solarlist,SolarList,http://solarlist.com,"Brooklyn, NY",2013,2,Private,,Consumer research and/or marketing,Energy,Lead generation to other businesses,"SolarList helps people go solar.  We provide homeowner across the US with a third-party assessment of their solar economic potential with our award winning mobile (https://app.solarlist.com/) and web apps (http://solarlist.com/homeowners-get-started/).  We deliver this targeted education primarily by incentivizing students and enterprising young people to canvass their neighborhoods and call on their personal networks.  Then, interested homeowners are connected with approved solar installers. Homeowners end up paying less for solar, student get rewarded, installers sell more solar.  Everybody wins.",SolarList helps people go solar.,"SolarList is a triple bottom line, for-profit company that benefits the community by involving students in the clean energy economy and the environment by increasing the growth rate of residential solar energy.",Not answered by company,questionnaire,"dataset.url,dataset.name
http://developer.nrel.gov/doc/api/georeserv/app/sam/pvwatts,PVWatts
"
/Sophic-Alliance,Sophic Alliance,http://www.sophicalliance.com,MA,,,,Scientific Research, Scientific Research,,,,Sophic provides innovative software to help accelerate the process of drug discovery.,,,undocumented,"dataset.url,dataset.name
"
/SpeSo,SpeSo,http://www.spesohealth.com/,PA,,,,Healthcare, Healthcare,,,,"SpeSo Health is an online platform that connects the 30 million patients with rare and orphan diseases with the care providers who are experts for those complex, high-cost conditions.",,,undocumented,"dataset.url,dataset.name
"
/Spikes-Cavell-Analytic-Inc,Spikes Cavell Analytic Inc,http://www.spikescavell.com,VA,,,,Data/Technology, Data/Technology,,,,"Spikes Cavell delivers data, analytics and business intelligence solutions to the public sector.",,,undocumented,"dataset.url,dataset.name
"
/Splunk,Splunk,http://www.splunk.com/,CA,,,,Data/Technology, Data/Technology,,,,"Splunk indexes and makes searchable data from any app, server or network device in real time including logs, config files, messages, alerts, scripts and metrics.",,,undocumented,"dataset.url,dataset.name
"
/SpotHerocom,SpotHero.com,http://spothero.com/,IL,,,,Transportation, Transportation,,,,SpotHero provides parking at over 100 locations in the Chicago area and is expanding to other cities around the U.S. c,,,undocumented,"dataset.url,dataset.name
"
/Spotcrime,SpotCrime,http://www.spotcrime.com,"Baltimore, MD",2007,,Private,,Information for consumers,"Crime, Geospatial data/mapping",Advertising,"Founded in 2007, SpotCrime is the most visited crime mapping website in the US and have over half a million subscribers to our alerts. We're a public facing crime map and alert service that is also an advocate for open, equal, and fair access to public crime data.",SpotCrime is the most comprehensive online source of crime information.,"Number of subscribers and traffic to our website - the higher these numbers the more the information is getting shared, and (in our opinion) the safer the communities will become.",Not answered by company,questionnaire,"dataset.url,dataset.name
"
/Stamen-Design,Stamen Design,http://stamen.com/,CA,,,,Geospatial/Mapping, Geospatial/Mapping,,,,Stamen Design specializes in the emerging genre of interactive mapping and live data visualization.,,,undocumented,"dataset.url,dataset.name
"
/State-Farm-Insurance,State Farm Insurance,http://www.statefarm.com/,IL,,,,Insurance, Insurance,,,,State Farm is a group of insurance and financial services companies in the United States.,,,undocumented,"dataset.url,dataset.name
"
/Sterling-Infosystems,Sterling Infosystems,http://www.sterlinginfosystems.com/,NY,,,,Business & Legal Services, Business & Legal Services,,,,"Sterling helps companies make fast and well‐informed hiring decisions by delivering comprehensive, accurate, and cost‐effective background screening and drug testing services with world-class technology and personnel.",,,undocumented,"dataset.url,dataset.name
"
/Stevens-Van-Lines,Stevens Van Lines,http://www.stevensworldwide.com/,NJ,,,,Transportation, Transportation,,,,"Stevens Worldwide Van Lines is a leader in moving and storage – providing personal/household moving, business moving, and international moving.",,,undocumented,"dataset.url,dataset.name
"
/Stocksmart,StockSmart,http://www.stocksmart.com/ri/home,"Boston, MA",2012,,Private,,Data management and analysis,"Education, Finance","Data management and analytic services, Subscriptions, User fees for web or mobile access","StockSmart makes Smart products ‚Äì with technology that high grades and auto-combines information sets, including XBRL.
StockSmart is a Mobile first company, launching a Family of Finance Apps ‚Äì all designed to bring the highest-quality information to the consumer web, at a retail price point ‚Äì massively democratizing the access. StockSmart boosts the inherent IQ of the product sets with machine learning and smart systems in a closed loop that self corrects to assure the highest level of quality control. The StockSmart Portfolio is ‚ÄúSmart‚Äù because the Analysis is built in. It understands what it owns, and can make recommendations. The focus is to automate the identification of risk and deliver Portfolio Analysis at Scale as a SaaS Service.
The key technologies are applying aggregation and disaggregation.  X-ray portfolios. Unzip ETFs and mutual funds to see what the components are ‚Äì then reaggregate by combining with the stocks, to show what is really owned and message that out. De-risk Portfolios for individuals and professionals alike, make it much easier to be successful.
",StockSmart helps investors understand information and make decisions with the benefit of automated guidance.,"Trust is a problem StockSmart solves. You‚Äôll see in our FAQ ‚Äì What is StockSmart‚Äôs Accomplishment? ""Restoring Investor Trust - Creating The New Wall Street"" De-risk Portfolios to make it much easier to be successful. Make sure kids college money will be there when they need it...Retirement accounts too. 
",Not answered by company,questionnaire,"dataset.url,dataset.name
http://www.sec.gov/edgar/searchedgar/webusers.htm,XBRL
"
/Stormpulse,Stormpulse,http://stormpulse.com/,"Austin, TX",2004,10,Private,,"Data management and analytic services,Software licensing,Subscriptions","Geospatial data/mapping, Weather",,,"Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events.",Not answered by company,Not answered by company,questionnaire,"dataset.url,dataset.name
alerts.weather.gov,NWS alerts
nhc.noaa.gov,NHC
"
/Streamlink,Streamlink,http://www.streamlinksoftware.com/,OH,,,,Finance & Investment, Finance & Investment,,,,StreamLink Software offers SaaS grant and board management platforms that bridge disparate systems and processes creating dynamic ecosystems that drive performance and ensure compliance.,,,undocumented,"dataset.url,dataset.name
"
/Streetcred-Software-Inc,"StreetCred Software, Inc",http://streetcredsoftware.com,"Southlake, TX",2012,3,Private,,Data management and analysis,"Crime, Geospatial data/mapping","Subscriptions, Software licensing","StreetCred Software helps police agencies find fugitives, get them out of the community and bring their officers home safely every day. It does this by combining information and data from the criminal justice system, courts, municipalities and other sources, analyzing it, then bringing predictively prioritized information right to the hands of the officers.","StreetCred is a software-as-a-service offering created by police officers who understand how police officers use information, data and leads.","StreetCred keeps officers safe, and its work provides transparency into previously black-box activities. As a company, StreetCred is committed to secure exchange of open public safety and other government data, and facilitating the creation of free and open data exchange points to agencies and vendors in compliance with open, published security frameworks.","There are billions of dollars in backlogged arrest warrants for everything from speeding tickets to murder in each of the 50 states. StreetCred's mission is to make police agencies more capable of safety and objectively enforcing and serving these warrants, gaining compliance with court ordered fines or fees in traffic cases, and leading to the arrest and removal from the community in case of more serious crime.",questionnaire,"dataset.url,dataset.name
"
/Student-Trip,Student Trip,http://www.s-trip.com/,MA,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,"S-Trip! brings together new and old friends for unique student travel experiences, from student trips in exotic locations to education tours across Europe.",,,undocumented,"dataset.url,dataset.name
"
/Suddath,Suddath,http://www.suddath.com/,NJ,,,,Transportation, Transportation,,,,"Suddath provides transportation, relocation, warehousing and logistics, specializing in household goods relocations, global mobility, office moving and workplace solutions, trade show and exhibit displays, and special services.",,,undocumented,"dataset.url,dataset.name
"
/Sumall,SumAll,http://sumall.com/,"New York, NY",2011,25,Private,,Data management and analysis,"Arts,  Entertainment,  & Recreation, Finance, Health and Health Care, Social Assistance, Other","Data management and analytic services, Philanthropy (foundations,  donations)","SumAll is committed to bringing you the full power of your data by connecting it. We allow you to see all your information in one place and provide you visibility into the past, present,
and future. As we democratize information by making it engrossing, affordable, and accessible, business operators can start turning their data into dollars.",SumAll.com allows business users to integrate the results of their social media efforts and derive marketing analytics.,"Our employees created the company constitution that at its very simplest aims to have us do good by doing right. SumAll has allocated 10% of its ownership to a non-profit called
SumAll.org, a charter directed to do social good managed by the SumAll team. We care not just about the end result, but how we get there.
","SumAll acquired TwentyFeet.         (7/11/13)
SumAll received $2M in Debt funding.         (7/11/13)
SumAll received $6M in Series A funding.         (11/21/12)
SumAll received $1.5M in Venture Round funding.",questionnaire,"dataset.url,dataset.name
https://dev.twitter.com/,Twitter API 
www.pediacities.com,NYC Open Data
"
/Symcat,Symcat,http://www.symcat.com/,"Baltimore, MD",2011,5,Private,,Information for consumers,Health and Health Care,Philanthropy (foundations,"Symcat is on a mission to empower consumers to take control of their health care. Symcat's consumer vocabulary and data-driven algorithms help ordinary people cut through the complexity to make better decisions. Through a TurboTax-like interface on web or mobile, users research potential diagnoses, learn about treatments they are considering, and find appropriate care.",Symcat uses a broad array of medical data to allow users to intelligently check their symptoms against potential diagnoses and plan medical care if necessary.,"As a free resource for the public, our impact is broad. We help our users decide when and where to seek treatment, inform them about conditions they may have or be at risk for, and educate them to have better conversations with healthcare professionals.","Symcat has won over $100,000 from the Robert Wood Johnson Foundation and health plan Cigna as well as received funding from experienced healthcare investors. Going forward, Symcat plans to partner with health networks and insurers to generate revenue.",questionnaire,"dataset.url,dataset.name
http://www.cdc.gov/nchs/ahcd/ahcd_questionnaires.htm,National Ambulatory Medical Care Survey
http://www.nlm.nih.gov/research/umls/,Unified Medical Language System
"
/Synthicity,Synthicity,http://www.synthicity.com/,"Berkely, CA",2012,7,Private,,Data management and analysis,"Geospatial data/mapping, Scientific Research, Transportation",Data management and analytic services,"Synthicity helps plan cities for the future in a 'Sim City' like way. Its technology platform allows city staff and urban planners to simulate building permits and transportation plans of the future, helping to make more informed decisions about urban development today.",Synthicity builds easy-to-use tools and provides custom solutions to help answer difficult urban development questions.,"We want to help users better make every important financial decision in their lives. Our key principles are consumer friendliness, long-term focus, innovation and improvement.","We have only internal investment at this point.  Most clients to date are regional planning organizations who generate 30 year forecasts of land consumption, infrastructure demand, and outcomes like GHG emissions.  We are in the process of creating products that communicate development potential to city planners, consultants, and private developers.",questionnaire,"dataset.url,dataset.name
,""parcels, buildings, and zoning""
,openstreetmap and gtfs
"
/T-Rowe-Price,T. Rowe Price,http://www.troweprice.com,MD,,,,Finance & Investment, Finance & Investment,,,,T. Rowe Price is a major leading investment firm.,,,undocumented,"dataset.url,dataset.name
"
/Tableau-Software,Tableau Software,http://www.tableausoftware.com/,WA,,,,Data/Technology, Data/Technology,,,,Tableau Software produces a family of interactive data visualization products focused on business intelligence.,,,undocumented,"dataset.url,dataset.name
"
/Tagnifi,TagniFi,http://tagnifi.com,"Tampa, FL",2012,,Private,,Data management and analysis,Finance,Database licensing,"TagniFi's mission is to build the best financial datasets for leading investment, research and content organizations using technologies that deliver the highest quality data with immediate availability.","TagniFi is building a better financial database for leading investment, research and content organizations using a collection process that results in more timely, cleaner and consistent data.",TagniFi is democratizing financial data which we measure by the number of clients using our API.,Self-funded.,questionnaire,"dataset.url,dataset.name
http://xbrl.sec.gov/,http://xbrl.sec.gov/
"
/Tax-Processing-Systems-Inc,"Tax Processing Systems, Inc.",http://taxprocessingsystems.com,"Palo Alto, CA",2009,15,Private,,Data management and analysis,"Crime, Finance, Geospatial data/mapping, Other","Subscriptions, Data management and analytic services","Tax Processing Systems was founded in 2009 by two tax industry colleagues, Joan Barr and Brian Bequette. Joan is a former IRS Senior Project Manager, and Brian is a former Senior Manager Tax Operations at Intuit. Seeing the fraud situation first-hand from a government and transmitter perspective, Joan and Brian recognized the rapidly-growing industry need for effective fraud detection solutions. The two decided to take their knowledge from both the public and private sectors and form a highly-skilled, experienced fraud solutions team.

Since 2009, the TPS team has developed innovative fraud solutions and has gained first-hand experience discovering fraud via use of its best-practice methodologies and proprietary algorithms. In 2012, TPS gained the attention of and formed a partnership with Oracle. TPS has adapted its methodologies and algorithms for use on the Oracle technology stack. Together, TPS and Oracle have created end-to-end fraud detection solutions that are incredibly effective, efficient and accurate. And because the fraud solutions are built on Oracle's industry-leading commercial-off-the-shelf (COTS) platform, the solutions are incredibly reliable, secure and easily maintained.","Tax Processing Systems, Inc. provides fully-automated, end-to-end fraud detection solutions for Federal and State governments.","Quite simply, we at TPS have made it our mission to bring to market new, innovative, effective and fully-automated solutions for your fraud problems. Not only do we seek to minimize fraud loss and maximize revenues for your agency ‚Äì we also make a point to solve for the needs of legitimate customers who become victim to identity theft to get them back on track quickly and securely.",Past Projects: CA Franchise Tax Board; Partners: Oracle and Equifax; Total Outside Investment Dollars to-date: $5M,questionnaire,"dataset.url,dataset.name
,Tax Returns
"
/Technology-CEO-Council,Technology CEO Council,http://www.techceocouncil.org/,DC,,,,Data/Technology, Data/Technology,,,,The Technology CEO Council (TCC) is the information technology industry’s leading public policy advocacy organization comprised exclusively of chief executive officers from America’s top information technology companies.,,,undocumented,"dataset.url,dataset.name
"
/Telenav,Telenav,http://www.telenav.com/,CA,,,,Geospatial/Mapping, Geospatial/Mapping,,,,"Telenav's personalized navigation services help people make daily decisions about where to go, when to leave, how to get there, and what to do when they arrive.",,,undocumented,"dataset.url,dataset.name
"
/Tendril,Tendril,http://www.tendrilinc.com/,CO,,,,Energy, Energy,,,,Tendril enables utilities to drive customer engagement via a rich and tailored experience for the home energy consumer.,,,undocumented,"dataset.url,dataset.name
"
/Teradata,Teradata,http://www.teradata.com/,OH,,,,Data/Technology, Data/Technology,,,,"Teradata Corporation is an American computer company that sells database software for data warehouses and analytic applications, including Big Data.",,,undocumented,"dataset.url,dataset.name
"
/The-DocGraph-Journal,The DocGraph Journal,http://docgraph.org/,"Houston, TX",2013,3,Private,,Data management and analysis,Health and Health Care,"Data management and analytic services, Database licensing, Philanthropy (foundations,  donations)","The DocGraph Journal is the first Open Source healthcare data journal. We take public data sets and merge them with data that we FOIA, or crowdsource. We target ""uncomfortable"" data that enables us to create true accountability and transparency in healthcare.",DocGraph is a data set comprised of fifty million connections that shows how healthcare providers team to provide care.,"DocGraph aims to change healthcare, and measure that change exactly.","So far, we have raised almost $60k in the crowd-funding of new data sets. We have released the most accurate map of the healthcare system in existence with 50 million data points. We are now releasing another 30 million on prescribing patterns.",questionnaire,"dataset.url,dataset.name
http://docgraph.org,DocGraph
https://nppes.cms.hhs.gov/NPPES/Welcome.do,National Plan & Provider Enumeration System (NPPES)
"
/The-Govtech-Fund,The Govtech Fund,http://www.sec.gov/Archives/edgar/data/1591752/000159175213000001/xslFormDX01/primary_doc.xml,CA,,,,Finance & Investment, Finance & Investment,,,,The GovTech Fund has been formed to invest in new ventures that leverage government data.,,,undocumented,"dataset.url,dataset.name
"
/The-Schork-Report,The Schork Report,http://schorkreport.com,"Villanova, PA",2005,2,Private,,Financial/investment services,Energy,Subscriptions,"The Schork Report is a daily subscription research note providing comprehensive technical and fundamental daily views of the energy cash and financial markets. Published since 2005, The Schork Report is geared towards professionals in the global energy arena looking to improve economic performance while managing risk.","Mr. Schork guides research and analysis activities and oversees the development of proprietary mathematical models designed to identify pricing inefficiencies.  Mr. Schork is also active on a consultative level with subscribers, offering unparalleled direct access and personalized counsel.

Prior to founding The Schork Group, Inc., Mr. Schork was a floor trader (Local) in the New York Mercantile Exchange‚Äôs energy complex and has more than 20 years‚Äô experience in physical commodity and derivatives trading, risk systems modeling, structured commodity finance, trading-room operations and research.","The Schork report is an independent research firm providing analysis to ""level the information playing field"" amongst independent and institutional traders.",Not answered by company,questionnaire,"dataset.url,dataset.name
www.eia.gov,US Energy Information Administration (EIA)
www.weather.gov,National Weather Service National Oceanic and Atmospheric Administration (NOAA)
"
/The-Vanguard-Group,The Vanguard Group,http://www.vanguard.com/,PA,,,,Finance & Investment, Finance & Investment,,,,"Vanguard is a leading investment company that, uniquely, is owned by its clients.",,,undocumented,"dataset.url,dataset.name
"
/Think-Computer-Corporation,Think Computer Corporation,http://thinkcomputer.com,"Palo Alto, CA",1998,,Private,,Data management and analysis,"Finance, Geospatial data/mapping","Subscriptions, Data management and analytic services","Think Computer Corporation's PlainSite is a web site that allows the general public to access a free, comprehensive, inter-linked database spanning the vast American legal system. It includes data relevant to all three branches of government: executive, legislative and judicial. Every day approximately 3,000 individuals use PlainSite to access court case dockets and documents, look up corporate profiles, investigate intellectual property assignments, research and annotate federal and state laws, learn about political donations, and view profiles for judges, lawyers and law firms, among other features. In addition, PlainSite offers a set of premium features for legal professionals and pro se litigants (who receive a steep discount) that offer an additional level of insight and analysis.","Think Computer Corporation creates web-based software that makes business more efficient, effective, and secure.",At Think Computer Coporation we analyze web site traffic from public and private entities.,"Think Computer Corporation has no outside investment. PlainSite is run as a joint-venture with Think Computer Foundation, a 501(c)3 non-profit organization. We hope for annual revenues of $100K for next year.",questionnaire,"dataset.url,dataset.name
http://www.recapthelaw.org,Public Access to Court Electronic Records (PACER) via RECAP The Law
http://www.google.com/googlebooks/uspto.html,Google and US Patent and Trademark Office (USPTO)
"
/ThomasNet,ThomasNet,http://www.thomasnet.com/,NY,,,,Business & Legal Services, Business & Legal Services,,,,"ThomasNet publishes a directory of industrial product information covering 650,000 distributors, manufacturers and service companies in 67,000-plus categories formerly published in the Thomas Register of American Manufacturers.",,,undocumented,"dataset.url,dataset.name
"
/Thomson-Reuters,Thomson Reuters,http://thomsonreuters.com/,NY,,,,Business & Legal Services, Business & Legal Services,,,,Thomson Reuters Corporation is a multinational media and information firm based in New York City.,,,undocumented,"dataset.url,dataset.name
"
/TopCoder,TopCoder,http://www.topcoder.com/,CT,,,,Data/Technology, Data/Technology,,,,TopCoder is a company that administers contests in computer programming.,,,undocumented,"dataset.url,dataset.name
"
/TransUnion,TransUnion,http://www.transunion.com/,IL,,,,Business & Legal Services, Business & Legal Services,,,,"TransUnion provides credit information and information management services, serving approximately 45,000 businesses and approximately 500 million consumers worldwide.",,,undocumented,"dataset.url,dataset.name
"
/Travelers-Group,Travelers Group,https://www.travelers.com/,MN,,,,Insurance, Insurance,,,,The Travelers Companies is the second largest writer of U.S. commercial property casualty insurance and the third largest writer of U.S. personal insurance through independent agents.,,,undocumented,"dataset.url,dataset.name
"
/Travelocity,Travelocity,http://www.travelocity.com/,TX,,,,Transportation, Transportation,,,,"Travelocity allows customers to book cheap airline tickets, hotels, cruises, car rentals, and flights.",,,undocumented,"dataset.url,dataset.name
"
/TrialTrove,TrialTrove,http://www.citeline.com/products/trialtrove/,NY,,,,Healthcare, Healthcare,,,,"Trialtrove is a comprehensive real-time source of pharmaceutical clinical trials intelligence, using information from over 20,000 clinical trial data sources for a continually updated reference of research in over 150 countries.",,,undocumented,"dataset.url,dataset.name
"
/Trilliant,Trilliant,http://trilliantinc.com/,CA,,,,Energy, Energy,,,,"The Trilliant Smart Grid Communications Platform helps energy providers improve energy efficiency, lower operating costs, increase reliability and customer satisfaction, and integrate renewable and distributed energy resources.",,,undocumented,"dataset.url,dataset.name
"
/Trintech,Trintech,http://www.trintech.com/,TX,,,,Finance & Investment, Finance & Investment,,,,"Trintech provides software solutions and is a leading global provider of integrated financial governance, transaction risk management, and compliance solutions for commercial, financial, and healthcare markets worldwide.",,,undocumented,"dataset.url,dataset.name
"
/TripAdvisor,TripAdvisor,http://www.tripadvisor.com/,MA,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,"TripAdvisor branded sites make up the largest travel community in the world, with more than 260 million unique monthly visitors, and over 125 million reviews and opinions covering more than 3.1 million accommodations, restaurants and attractions.",,,undocumented,"dataset.url,dataset.name
"
/TripIt,TripIt,https://www.tripit.com/,CA,,,,Transportation, Transportation,,,,TripIt is an intelligent travel organizer that helps travelers manage their plans so that their trips go more smoothly.,,,undocumented,"dataset.url,dataset.name
"
/TrueCar,TrueCar,http://www.truecar.com/,CA,,,,Transportation, Transportation,,,,"TrueCar, Inc. is an automotive pricing and information website for new and used car buyers and dealers.",,,undocumented,"dataset.url,dataset.name
"
/Trulia,Trulia,http://trulia.com,"San Francisco, CA",2005,500,Public,,Information for consumers,Housing/Real Estate,Advertising,"Trulia is an all-in-one real estate site that gives you the local scoop about homes for sale, apartments for rent, neighborhood insights, and real estate markets and trends to help you figure out exactly what, where, and when to buy, sell, or rent. You can also find a real estate agent, view prices of recently sold homes, and see home values in your community. Get advice and opinions from local real estate agents, brokers, and other local experts on Trulia Voices, Trulia's online real estate community.","Trulia gives home buyers, sellers, owners and renters the inside scoop on properties, places and real estate professionals.",Not answered by company,Not answered by company,questionnaire,"dataset.url,dataset.name
http://www.nationalatlas.gov/mld/seihazp.html,Earthquake Map
http://www.fema.gov/national-flood-insurance-program-flood-hazard-mapping,Flood Map
http://www.spc.noaa.gov/gis/svrgis/,Tornado Map
http://www.aoml.noaa.gov/hrd/hurdat/Data_Storm.html,Hurricane Research Division Hurricane Map
http://www.firelab.org/fmi/data-products/229-wildland-fire-potential-wfp,Forest Service Wildfire Map
"
/TrustedID,TrustedID,https://www.trustedid.com/,CA,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,"TrustedID Inc., founded in 2004, is an identity protection company; its suite of products include free and paid services that help consumers detect risk of identity theft and control the use of their personal information.",,,undocumented,"dataset.url,dataset.name
"
/Tuitionio,Tuition.io,https://www.tuition.io/,CA,,,,Education, Education,,,,Tuition.io is a website dedicated to helping you manage your student loan portfolio and optimize it for your own unique situation.,,,undocumented,"dataset.url,dataset.name
"
/Tuvalabs,TuvaLabs,https://www.tuvalabs.com/,"New York, NY",2012,3,Private,,Consumer services (eg health care),"Arts,  Entertainment,  & Recreation, Education, Energy, Environmental , Nutrition","Philanthropy (foundations,  donations), Subscriptions","We are living in an open data renaissance. Governments, institutions, and organizations across the globe are making their data available for free use, reuse, and redistribution. Data related to topics ranging from government spending to scientific research, and from transportation to sustainability is now freely available for anyone to use without any restrictions. Open data is beginning to have a profound effect on our society - making our governments more transparent, driving new businesses and services that deliver new social and commercial value, and empowering citizens with new channels for civic engagement. At TuvaLabs, we envision that the open data revolution, married with the widespread adoption of technology tools for learning, has created unique opportunities for meaningful teaching, learning, sharing, and discovery.
TuvaLabs aims to make open data useful in the context of education by offering teachers, parents, and students a platform and tools to engage in meaningful learning around their favorite real-world topics. We have created a platform for students to be able to visualize, analyze, and interpret their favorite data sets. We believe that analyzing data, spotting patterns, and extracting useful information have become gateway skills for future STEM jobs, to full participation in the workforce, and civic engagement in 21st century.","TuvaLabs helps students develop their data analysis skills, enables them to be critical thinkers and persistent problem solvers, and empowers them to become active members in their own community and global citizens of the world.","We measure the impact of our company by obtaining qualitative and quantitative feedback from teachers and parents on the kind of impact TuvaLabs has on student engagement in their classroom. In addition, we measure the number of teachers and students who actively engage with the TuvaLabs platform, contributing insights, sharing their thoughts, and discovering the work of others.  ",We have raised our first seed round of investment from institutional investors in NYC and Philadelphia. ,questionnaire,"dataset.url,dataset.name
"
/US-Green-Data,US Green Data,http://www.usgreendata.com/,MA,,,,Energy, Energy,,,,U.S. Green Data develops products that catalyze investment in energy development and efficiency by building innovative tools that revolutionize how the world receives and understands energy information.,,,undocumented,"dataset.url,dataset.name
"
/US-News-Schools,U.S. News Schools,http://www.usnews.com/,DC,,,,Education, Education,,,,US News is a recognized leader in college and grad school rankings.,,,undocumented,"dataset.url,dataset.name
"
/USSearch,USSearch,http://www.ussearch.com/,WA,,,,Business & Legal Services, Business & Legal Services,,,,"USSearch.com is America's leading online provider of people search, background checks, phone number lookups and public records.",,,undocumented,"dataset.url,dataset.name
"
/Uber-,Uber ,https://www.uber.com/,CA,,,,Transportation, Transportation,,,,"Uber connects riders to drivers through apps to make cities more accessible, opening up more possibilities for riders and more business for drivers.",,,undocumented,"dataset.url,dataset.name
"
/United-Mayflower,United Mayflower,http://www.unitedmayflower.com/,MO,,,,Transportation, Transportation,,,,"United Mayflower Container Services, LLC. (UMCS) provides local and long-distance moving and storage services in more than 50 of the largest markets in the United States with plans to continue expansion to additional markets.",,,undocumented,"dataset.url,dataset.name
"
/Urban-Mapping-Inc,"Urban Mapping, Inc",http://www.urbanmapping.com/,"San Francisco, CA",2006,10,Provide geographic analysis with integrated data to enterprise,,Other,"Agriculture, Crime, Education, Energy, Environmental , Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Trade, Transportation, Telecom","Data management and analytic services, Database licensing, Software licensing, Subscriptions","We offer 'embedded geographic technology,' meaning a web-first approach to delivering geo-intelligence. This means offering spatial operations (create maps, generate reports, etc...) using our on-demand collection of data, which includes over 10,000 variables.

Because the Mapfluence platform brings together web mapping with an integrated collection of high-value data, developers/organizations can quickly develop solutions that are relevant for their needs. We have expertise in data transformation (generally known as â€˜ETLâ€™) and maintain an active data sourcing group which works independent of our core visualization/analytic engine.

While open data is a noble aspiration, it alone does not drive an economy or a marketâ€”the tidal wave of open data has ushered in non-normalized data that requires transformation and curation to be of value. Generation of meaningful metadata is also a crucial piece in offering a solution of value to industry","Urban Mapping offers 'embedded geographic technology,'  offering spatial operations (create maps, generate reports, etc...) using an on-demand collection of data, which includes over 10,000 variables.",,Raised seed round in 2006 and have since grown organically. 2012 revs were 45% YOY growth.,questionnaire,"dataset.url,dataset.name
http://www.urbanmapping.com/neighborhood-boundaries.html,Neighborhood Boundaries
http://www.urbanmapping.com/case-study-noise-contours.html,Airport Noise Contours
"
/VMWare,VMWare,http://www.vmware.com,CA,,,,Data/Technology, Data/Technology,,,,"As an industry-leading virtualization software company, VMWare empowers organizations to innovate and thrive by streamlining IT operations",,,undocumented,"dataset.url,dataset.name
"
/Validas,Validas,http://www.validas.com/,TX,,,,Business & Legal Services, Business & Legal Services,,,,Validas changes the way consumers and businesses identify cost savings across most major carriers to reduce monthly wireless bills with its patented VERA platform API.,,,undocumented,"dataset.url,dataset.name
"
